COUNTY,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,DATE
Inyo,21,1,0,0,6/7/2020
Inyo,22,1,1,0,6/8/2020
Inyo,22,1,0,0,6/9/2020
Inyo,23,1,1,0,6/10/2020
Inyo,23,1,0,0,6/11/2020
Inyo,23,1,0,0,6/12/2020
Inyo,23,1,0,0,6/13/2020
Inyo,23,1,0,0,6/14/2020
Inyo,23,1,0,0,6/15/2020
Inyo,24,1,1,0,6/16/2020
Inyo,25,1,1,0,6/17/2020
Inyo,25,1,0,0,6/18/2020
Inyo,26,1,1,0,6/19/2020
Inyo,26,1,0,0,6/20/2020
Inyo,26,1,0,0,6/21/2020
Inyo,26,1,0,0,6/22/2020
Inyo,26,1,0,0,6/23/2020
Inyo,28,1,2,0,6/24/2020
San Joaquin,14,2,14,2,3/18/2020
San Joaquin,15,2,1,0,3/19/2020
San Joaquin,18,2,3,0,3/20/2020
San Joaquin,26,2,8,0,3/21/2020
San Joaquin,30,2,4,0,3/22/2020
San Joaquin,37,2,7,0,3/23/2020
San Joaquin,52,2,15,0,3/24/2020
San Joaquin,64,2,12,0,3/25/2020
San Joaquin,69,3,5,1,3/26/2020
San Joaquin,73,3,4,0,3/27/2020
San Joaquin,83,4,10,1,3/28/2020
San Joaquin,86,4,3,0,3/29/2020
San Joaquin,112,5,26,1,3/30/2020
San Joaquin,122,7,10,2,3/31/2020
San Joaquin,132,8,10,1,4/1/2020
San Joaquin,148,9,16,1,4/2/2020
San Joaquin,162,10,14,1,4/3/2020
San Joaquin,171,10,9,0,4/4/2020
San Joaquin,179,10,8,0,4/5/2020
San Joaquin,191,10,12,0,4/6/2020
San Joaquin,198,12,7,2,4/7/2020
San Joaquin,211,12,13,0,4/8/2020
San Joaquin,223,14,12,2,4/9/2020
San Joaquin,234,14,11,0,4/10/2020
San Joaquin,244,15,10,1,4/11/2020
San Joaquin,246,15,2,0,4/12/2020
San Joaquin,259,17,13,2,4/13/2020
San Joaquin,280,17,21,0,4/14/2020
San Joaquin,329,17,49,0,4/15/2020
San Joaquin,345,17,16,0,4/16/2020
San Joaquin,356,17,11,0,4/17/2020
San Joaquin,392,17,36,0,4/18/2020
San Joaquin,404,17,12,0,4/19/2020
San Joaquin,422,17,18,0,4/20/2020
San Joaquin,447,20,25,3,4/21/2020
San Joaquin,462,20,15,0,4/22/2020
San Joaquin,479,22,17,2,4/23/2020
San Joaquin,484,24,5,2,4/24/2020
San Joaquin,497,25,13,1,4/25/2020
San Joaquin,514,25,17,0,4/26/2020
San Joaquin,522,25,8,0,4/27/2020
San Joaquin,532,25,10,0,4/28/2020
San Joaquin,540,25,8,0,4/29/2020
San Joaquin,548,25,8,0,4/30/2020
San Joaquin,554,25,6,0,5/1/2020
San Joaquin,559,25,5,0,5/2/2020
San Joaquin,570,26,11,1,5/3/2020
San Joaquin,574,26,4,0,5/4/2020
San Joaquin,577,26,3,0,5/5/2020
San Joaquin,581,27,4,1,5/6/2020
San Joaquin,583,28,2,1,5/7/2020
San Joaquin,595,28,12,0,5/8/2020
San Joaquin,605,28,10,0,5/9/2020
San Joaquin,611,29,6,1,5/10/2020
San Joaquin,620,29,9,0,5/11/2020
San Joaquin,625,30,5,1,5/12/2020
San Joaquin,639,31,14,1,5/13/2020
San Joaquin,643,31,4,0,5/14/2020
San Joaquin,656,31,13,0,5/15/2020
San Joaquin,668,32,12,1,5/16/2020
San Joaquin,688,32,20,0,5/17/2020
San Joaquin,697,32,9,0,5/18/2020
San Joaquin,705,33,8,1,5/19/2020
San Joaquin,713,33,8,0,5/20/2020
San Joaquin,730,33,17,0,5/21/2020
San Joaquin,747,33,17,0,5/22/2020
San Joaquin,759,33,12,0,5/23/2020
San Joaquin,760,33,1,0,5/24/2020
San Joaquin,760,33,0,0,5/25/2020
San Joaquin,760,33,0,0,5/26/2020
San Joaquin,825,34,65,1,5/27/2020
San Joaquin,840,35,15,1,5/28/2020
San Joaquin,855,35,15,0,5/29/2020
San Joaquin,888,35,33,0,5/30/2020
San Joaquin,888,35,0,0,5/31/2020
San Joaquin,957,35,69,0,6/1/2020
San Joaquin,985,35,28,0,6/2/2020
San Joaquin,1004,35,19,0,6/3/2020
San Joaquin,1016,36,12,1,6/4/2020
San Joaquin,1046,36,30,0,6/5/2020
San Joaquin,1076,37,30,1,6/6/2020
San Joaquin,1126,37,50,0,6/7/2020
San Joaquin,1198,37,72,0,6/8/2020
San Joaquin,1240,40,42,3,6/9/2020
San Joaquin,1282,41,42,1,6/10/2020
San Joaquin,1351,42,69,1,6/11/2020
San Joaquin,1406,43,55,1,6/12/2020
San Joaquin,1461,43,55,0,6/13/2020
San Joaquin,1603,43,142,0,6/14/2020
San Joaquin,1667,43,64,0,6/15/2020
San Joaquin,1718,47,51,4,6/16/2020
San Joaquin,1825,47,107,0,6/17/2020
San Joaquin,1908,47,83,0,6/18/2020
San Joaquin,1969,48,61,1,6/19/2020
San Joaquin,2046,48,77,0,6/20/2020
San Joaquin,2188,48,142,0,6/21/2020
San Joaquin,2332,48,144,0,6/22/2020
San Joaquin,2502,48,170,0,6/23/2020
San Joaquin,2680,49,178,1,6/24/2020
Ventura,11,0,11,0,3/18/2020
Ventura,15,0,4,0,3/19/2020
Ventura,18,0,3,0,3/20/2020
Ventura,22,0,4,0,3/21/2020
Ventura,26,0,4,0,3/22/2020
Ventura,30,0,4,0,3/23/2020
Ventura,44,1,14,1,3/24/2020
Ventura,53,1,9,0,3/25/2020
Ventura,70,1,17,0,3/26/2020
Ventura,80,2,10,1,3/27/2020
Ventura,89,2,9,0,3/28/2020
Ventura,92,2,3,0,3/29/2020
Ventura,118,2,26,0,3/30/2020
Ventura,143,4,25,2,3/31/2020
Ventura,154,5,11,1,4/1/2020
Ventura,178,5,24,0,4/2/2020
Ventura,186,6,8,1,4/3/2020
Ventura,194,6,8,0,4/4/2020
Ventura,196,6,2,0,4/5/2020
Ventura,234,6,38,0,4/6/2020
Ventura,247,6,13,0,4/7/2020
Ventura,263,7,16,1,4/8/2020
Ventura,273,9,10,2,4/9/2020
Ventura,290,9,17,0,4/10/2020
Ventura,304,9,14,0,4/11/2020
Ventura,306,9,2,0,4/12/2020
Ventura,311,9,5,0,4/13/2020
Ventura,328,10,17,1,4/14/2020
Ventura,365,13,37,3,4/15/2020
Ventura,384,13,19,0,4/16/2020
Ventura,398,13,14,0,4/17/2020
Ventura,416,13,18,0,4/18/2020
Ventura,418,13,2,0,4/19/2020
Ventura,426,13,8,0,4/20/2020
Ventura,455,13,29,0,4/21/2020
Ventura,465,14,10,1,4/22/2020
Ventura,479,16,14,2,4/23/2020
Ventura,489,16,10,0,4/24/2020
Ventura,494,16,5,0,4/25/2020
Ventura,509,17,15,1,4/26/2020
Ventura,513,17,4,0,4/27/2020
Ventura,517,17,4,0,4/28/2020
Ventura,530,18,13,1,4/29/2020
Ventura,547,18,17,0,4/30/2020
Ventura,556,18,9,0,5/1/2020
Ventura,564,19,8,1,5/2/2020
Ventura,583,19,19,0,5/3/2020
Ventura,590,19,7,0,5/4/2020
Ventura,607,19,17,0,5/5/2020
Ventura,619,19,12,0,5/6/2020
Ventura,647,19,28,0,5/7/2020
Ventura,665,19,18,0,5/8/2020
Ventura,679,19,14,0,5/9/2020
Ventura,690,19,11,0,5/10/2020
Ventura,698,19,8,0,5/11/2020
Ventura,718,19,20,0,5/12/2020
Ventura,742,24,24,5,5/13/2020
Ventura,760,25,18,1,5/14/2020
Ventura,789,25,29,0,5/15/2020
Ventura,813,25,24,0,5/16/2020
Ventura,838,25,25,0,5/17/2020
Ventura,850,27,12,2,5/18/2020
Ventura,861,28,11,1,5/19/2020
Ventura,879,28,18,0,5/20/2020
Ventura,907,29,28,1,5/21/2020
Ventura,937,30,30,1,5/22/2020
Ventura,961,30,24,0,5/23/2020
Ventura,982,30,21,0,5/24/2020
Ventura,1020,30,38,0,5/25/2020
Ventura,1033,30,13,0,5/26/2020
Ventura,1065,32,32,2,5/27/2020
Ventura,1083,32,18,0,5/28/2020
Ventura,1093,32,10,0,5/29/2020
Ventura,1116,33,23,1,5/30/2020
Ventura,1151,33,35,0,5/31/2020
Ventura,1163,34,12,1,6/1/2020
Ventura,1178,34,15,0,6/2/2020
Ventura,1202,34,24,0,6/3/2020
Ventura,1236,35,34,1,6/4/2020
Ventura,1274,35,38,0,6/5/2020
Ventura,1303,35,29,0,6/6/2020
Ventura,1337,35,34,0,6/7/2020
Ventura,1382,35,45,0,6/8/2020
Ventura,1407,35,25,0,6/9/2020
Ventura,1446,38,39,3,6/10/2020
Ventura,1491,38,45,0,6/11/2020
Ventura,1534,40,43,2,6/12/2020
Ventura,1567,40,33,0,6/13/2020
Ventura,1610,40,43,0,6/14/2020
Ventura,1656,41,46,1,6/15/2020
Ventura,1676,41,20,0,6/16/2020
Ventura,1729,41,53,0,6/17/2020
Ventura,1781,41,52,0,6/18/2020
Ventura,1865,42,84,1,6/19/2020
Ventura,1946,42,81,0,6/20/2020
Ventura,2021,42,75,0,6/21/2020
Ventura,2065,43,44,1,6/22/2020
Ventura,2209,43,144,0,6/23/2020
Ventura,2314,44,105,1,6/24/2020
Trinity,0,0,0,0,3/18/2020
Trinity,0,0,0,0,3/19/2020
Trinity,0,0,0,0,3/20/2020
Trinity,0,0,0,0,3/21/2020
Trinity,0,0,0,0,3/22/2020
Trinity,0,0,0,0,3/23/2020
Trinity,0,0,0,0,3/24/2020
Trinity,0,0,0,0,3/25/2020
Trinity,0,0,0,0,3/26/2020
Trinity,0,0,0,0,3/27/2020
Trinity,0,0,0,0,3/28/2020
Trinity,0,0,0,0,3/29/2020
Trinity,0,0,0,0,3/30/2020
Trinity,0,0,0,0,3/31/2020
Trinity,0,0,0,0,4/1/2020
Trinity,0,0,0,0,4/2/2020
Trinity,0,0,0,0,4/3/2020
Trinity,0,0,0,0,4/4/2020
Trinity,0,0,0,0,4/5/2020
Trinity,0,0,0,0,4/6/2020
Trinity,0,0,0,0,4/7/2020
Trinity,0,0,0,0,4/8/2020
Trinity,0,0,0,0,4/9/2020
Trinity,0,0,0,0,4/10/2020
Trinity,0,0,0,0,4/11/2020
Trinity,0,0,0,0,4/12/2020
Trinity,0,0,0,0,4/13/2020
Trinity,0,0,0,0,4/14/2020
Trinity,0,0,0,0,4/15/2020
Trinity,0,0,0,0,4/16/2020
Trinity,0,0,0,0,4/17/2020
Trinity,0,0,0,0,4/18/2020
Trinity,0,0,0,0,4/19/2020
Trinity,0,0,0,0,4/20/2020
Trinity,0,0,0,0,4/21/2020
Trinity,0,0,0,0,4/22/2020
Trinity,0,0,0,0,4/23/2020
Trinity,0,0,0,0,4/24/2020
Trinity,0,0,0,0,4/25/2020
Trinity,0,0,0,0,4/26/2020
Trinity,0,0,0,0,4/27/2020
Trinity,0,0,0,0,4/28/2020
Trinity,0,0,0,0,4/29/2020
Trinity,0,0,0,0,4/30/2020
Trinity,0,0,0,0,5/1/2020
Trinity,0,0,0,0,5/2/2020
Trinity,0,0,0,0,5/3/2020
Trinity,0,0,0,0,5/4/2020
Trinity,0,0,0,0,5/5/2020
Trinity,0,0,0,0,5/6/2020
Trinity,0,0,0,0,5/7/2020
Trinity,0,0,0,0,5/8/2020
Trinity,1,0,1,0,5/9/2020
Trinity,1,0,0,0,5/10/2020
Trinity,1,0,0,0,5/11/2020
Trinity,1,0,0,0,5/12/2020
Trinity,2,0,1,0,5/13/2020
Trinity,1,0,-1,0,5/14/2020
Trinity,1,0,0,0,5/15/2020
Trinity,1,0,0,0,5/16/2020
Trinity,1,0,0,0,5/17/2020
Trinity,1,0,0,0,5/18/2020
Trinity,1,0,0,0,5/19/2020
Trinity,1,0,0,0,5/20/2020
Trinity,1,0,0,0,5/21/2020
Trinity,1,0,0,0,5/22/2020
Trinity,1,0,0,0,5/23/2020
Trinity,1,0,0,0,5/24/2020
Trinity,1,0,0,0,5/25/2020
Trinity,1,0,0,0,5/26/2020
Trinity,1,0,0,0,5/27/2020
Trinity,1,0,0,0,5/28/2020
Trinity,1,0,0,0,5/29/2020
Trinity,1,0,0,0,5/30/2020
Trinity,1,0,0,0,5/31/2020
Trinity,1,0,0,0,6/1/2020
Trinity,1,0,0,0,6/2/2020
Trinity,1,0,0,0,6/3/2020
Trinity,1,0,0,0,6/4/2020
Trinity,1,0,0,0,6/5/2020
Trinity,2,0,1,0,6/6/2020
Trinity,2,0,0,0,6/7/2020
Trinity,2,0,0,0,6/8/2020
Trinity,2,0,0,0,6/9/2020
Trinity,2,0,0,0,6/10/2020
Trinity,2,0,0,0,6/11/2020
Trinity,2,0,0,0,6/12/2020
Trinity,2,0,0,0,6/13/2020
Trinity,2,0,0,0,6/14/2020
Trinity,2,0,0,0,6/15/2020
Trinity,2,0,0,0,6/16/2020
Trinity,2,0,0,0,6/17/2020
Trinity,2,0,0,0,6/18/2020
Trinity,2,0,0,0,6/19/2020
Trinity,2,0,0,0,6/20/2020
Trinity,2,0,0,0,6/21/2020
Trinity,2,0,0,0,6/22/2020
Trinity,2,0,0,0,6/23/2020
Trinity,2,0,0,0,6/24/2020
Mariposa,0,0,0,0,3/18/2020
Mariposa,0,0,0,0,3/19/2020
Mariposa,0,0,0,0,3/20/2020
Mariposa,0,0,0,0,3/21/2020
Mariposa,0,0,0,0,3/22/2020
Mariposa,0,0,0,0,3/23/2020
Mariposa,0,0,0,0,3/24/2020
Mariposa,0,0,0,0,3/25/2020
Mariposa,0,0,0,0,3/26/2020
Mariposa,0,0,0,0,3/27/2020
Mariposa,0,0,0,0,3/28/2020
Mariposa,0,0,0,0,3/29/2020
Mariposa,0,0,0,0,3/30/2020
Mariposa,0,0,0,0,3/31/2020
Mariposa,0,0,0,0,4/1/2020
Mariposa,0,0,0,0,4/2/2020
Mariposa,0,0,0,0,4/3/2020
Mariposa,0,0,0,0,4/4/2020
Mariposa,0,0,0,0,4/5/2020
Mariposa,0,0,0,0,4/6/2020
Mariposa,0,0,0,0,4/7/2020
Mariposa,0,0,0,0,4/8/2020
Mariposa,0,0,0,0,4/9/2020
Mariposa,0,0,0,0,4/10/2020
Mariposa,0,0,0,0,4/11/2020
Mariposa,0,0,0,0,4/12/2020
Mariposa,0,0,0,0,4/13/2020
Mariposa,0,0,0,0,4/14/2020
Mariposa,0,0,0,0,4/15/2020
Mariposa,1,0,1,0,4/16/2020
Mariposa,0,0,-1,0,4/17/2020
Mariposa,0,0,0,0,4/18/2020
Mariposa,0,0,0,0,4/19/2020
Mariposa,0,0,0,0,4/20/2020
Mariposa,0,0,0,0,4/21/2020
Mariposa,0,0,0,0,4/22/2020
Mariposa,0,0,0,0,4/23/2020
Mariposa,0,0,0,0,4/24/2020
Mariposa,0,0,0,0,4/25/2020
Mariposa,0,0,0,0,4/26/2020
Mariposa,0,0,0,0,4/27/2020
Mariposa,0,0,0,0,4/28/2020
Mariposa,1,0,1,0,4/29/2020
Mariposa,3,0,2,0,4/30/2020
Mariposa,10,0,7,0,5/1/2020
Mariposa,13,0,3,0,5/2/2020
Mariposa,13,0,0,0,5/3/2020
Mariposa,13,0,0,0,5/4/2020
Mariposa,14,0,1,0,5/5/2020
Mariposa,14,0,0,0,5/6/2020
Mariposa,15,0,1,0,5/7/2020
Mariposa,15,0,0,0,5/8/2020
Mariposa,15,0,0,0,5/9/2020
Mariposa,15,0,0,0,5/10/2020
Mariposa,15,0,0,0,5/11/2020
Mariposa,15,0,0,0,5/12/2020
Mariposa,15,0,0,0,5/13/2020
Mariposa,15,0,0,0,5/14/2020
Mariposa,15,0,0,0,5/15/2020
Mariposa,15,1,0,1,5/16/2020
Mariposa,15,1,0,0,5/17/2020
Mariposa,15,1,0,0,5/18/2020
Mariposa,15,1,0,0,5/19/2020
Mariposa,15,1,0,0,5/20/2020
Mariposa,15,1,0,0,5/21/2020
Mariposa,15,1,0,0,5/22/2020
Mariposa,15,1,0,0,5/23/2020
Mariposa,15,1,0,0,5/24/2020
Mariposa,15,1,0,0,5/25/2020
Mariposa,16,1,1,0,5/26/2020
Mariposa,16,1,0,0,5/27/2020
Mariposa,16,1,0,0,5/28/2020
Mariposa,16,1,0,0,5/29/2020
Mariposa,16,1,0,0,5/30/2020
Mariposa,16,1,0,0,5/31/2020
Mariposa,16,1,0,0,6/1/2020
Mariposa,16,1,0,0,6/2/2020
Mariposa,16,1,0,0,6/3/2020
Mariposa,16,1,0,0,6/4/2020
Mariposa,16,1,0,0,6/5/2020
Mariposa,16,1,0,0,6/6/2020
Mariposa,16,1,0,0,6/7/2020
Mariposa,16,1,0,0,6/8/2020
Mariposa,16,1,0,0,6/9/2020
Mariposa,16,1,0,0,6/10/2020
Mariposa,16,1,0,0,6/11/2020
Mariposa,16,1,0,0,6/12/2020
Mariposa,16,1,0,0,6/13/2020
Mariposa,16,1,0,0,6/14/2020
Mariposa,17,1,1,0,6/15/2020
Mariposa,17,1,0,0,6/16/2020
Mariposa,18,1,1,0,6/17/2020
Mariposa,18,1,0,0,6/18/2020
Mariposa,18,1,0,0,6/19/2020
Mariposa,18,1,0,0,6/20/2020
Mariposa,18,1,0,0,6/21/2020
Mariposa,18,1,0,0,6/22/2020
Mariposa,18,1,0,0,6/23/2020
Mariposa,19,1,1,0,6/24/2020
El Dorado,0,0,0,0,3/18/2020
El Dorado,0,0,0,0,3/19/2020
El Dorado,1,0,1,0,3/20/2020
El Dorado,1,0,0,0,3/21/2020
El Dorado,1,0,0,0,3/22/2020
El Dorado,3,0,2,0,3/23/2020
El Dorado,3,0,0,0,3/24/2020
El Dorado,5,0,2,0,3/25/2020
El Dorado,7,0,2,0,3/26/2020
El Dorado,9,0,2,0,3/27/2020
El Dorado,9,0,0,0,3/28/2020
El Dorado,9,0,0,0,3/29/2020
El Dorado,11,0,2,0,3/30/2020
El Dorado,14,0,3,0,3/31/2020
El Dorado,14,0,0,0,4/1/2020
El Dorado,16,0,2,0,4/2/2020
El Dorado,16,0,0,0,4/3/2020
El Dorado,19,0,3,0,4/4/2020
El Dorado,19,0,0,0,4/5/2020
El Dorado,23,0,4,0,4/6/2020
El Dorado,22,0,-1,0,4/7/2020
El Dorado,25,0,3,0,4/8/2020
El Dorado,25,0,0,0,4/9/2020
El Dorado,26,0,1,0,4/10/2020
El Dorado,29,0,3,0,4/11/2020
El Dorado,28,0,-1,0,4/12/2020
El Dorado,30,0,2,0,4/13/2020
El Dorado,30,0,0,0,4/14/2020
El Dorado,33,0,3,0,4/15/2020
El Dorado,34,0,1,0,4/16/2020
El Dorado,35,0,1,0,4/17/2020
El Dorado,36,0,1,0,4/18/2020
El Dorado,36,0,0,0,4/19/2020
El Dorado,36,0,0,0,4/20/2020
El Dorado,36,0,0,0,4/21/2020
El Dorado,39,0,3,0,4/22/2020
El Dorado,39,0,0,0,4/23/2020
El Dorado,41,0,2,0,4/24/2020
El Dorado,41,0,0,0,4/25/2020
El Dorado,41,0,0,0,4/26/2020
El Dorado,43,0,2,0,4/27/2020
El Dorado,43,0,0,0,4/28/2020
El Dorado,44,0,1,0,4/29/2020
El Dorado,44,0,0,0,4/30/2020
El Dorado,47,0,3,0,5/1/2020
El Dorado,47,0,0,0,5/2/2020
El Dorado,49,0,2,0,5/3/2020
El Dorado,51,0,2,0,5/4/2020
El Dorado,54,0,3,0,5/5/2020
El Dorado,53,0,-1,0,5/6/2020
El Dorado,54,0,1,0,5/7/2020
El Dorado,54,0,0,0,5/8/2020
El Dorado,54,0,0,0,5/9/2020
El Dorado,55,0,1,0,5/10/2020
El Dorado,55,0,0,0,5/11/2020
El Dorado,56,0,1,0,5/12/2020
El Dorado,58,0,2,0,5/13/2020
El Dorado,59,0,1,0,5/14/2020
El Dorado,64,0,5,0,5/15/2020
El Dorado,65,0,1,0,5/16/2020
El Dorado,65,0,0,0,5/17/2020
El Dorado,67,0,2,0,5/18/2020
El Dorado,67,0,0,0,5/19/2020
El Dorado,67,0,0,0,5/20/2020
El Dorado,67,0,0,0,5/21/2020
El Dorado,74,0,7,0,5/22/2020
El Dorado,74,0,0,0,5/23/2020
El Dorado,76,0,2,0,5/24/2020
El Dorado,78,0,2,0,5/25/2020
El Dorado,79,0,1,0,5/26/2020
El Dorado,82,0,3,0,5/27/2020
El Dorado,82,0,0,0,5/28/2020
El Dorado,85,0,3,0,5/29/2020
El Dorado,86,0,1,0,5/30/2020
El Dorado,88,0,2,0,5/31/2020
El Dorado,88,0,0,0,6/1/2020
El Dorado,88,0,0,0,6/2/2020
El Dorado,90,0,2,0,6/3/2020
El Dorado,101,0,11,0,6/4/2020
El Dorado,101,0,0,0,6/5/2020
El Dorado,104,0,3,0,6/6/2020
El Dorado,104,0,0,0,6/7/2020
El Dorado,107,0,3,0,6/8/2020
El Dorado,108,0,1,0,6/9/2020
El Dorado,109,0,1,0,6/10/2020
El Dorado,109,0,0,0,6/11/2020
El Dorado,110,0,1,0,6/12/2020
El Dorado,110,0,0,0,6/13/2020
El Dorado,110,0,0,0,6/14/2020
El Dorado,114,0,4,0,6/15/2020
El Dorado,115,0,1,0,6/16/2020
El Dorado,116,0,1,0,6/17/2020
El Dorado,121,0,5,0,6/18/2020
El Dorado,124,0,3,0,6/19/2020
El Dorado,130,0,6,0,6/20/2020
El Dorado,132,0,2,0,6/21/2020
El Dorado,137,0,5,0,6/22/2020
El Dorado,142,0,5,0,6/23/2020
El Dorado,149,0,7,0,6/24/2020
Sonoma,6,0,6,0,3/18/2020
Sonoma,8,0,2,0,3/19/2020
Sonoma,7,0,-1,0,3/20/2020
Sonoma,15,1,8,1,3/21/2020
Sonoma,18,1,3,0,3/22/2020
Sonoma,19,1,1,0,3/23/2020
Sonoma,27,1,8,0,3/24/2020
Sonoma,31,1,4,0,3/25/2020
Sonoma,33,1,2,0,3/26/2020
Sonoma,35,1,2,0,3/27/2020
Sonoma,35,1,0,0,3/28/2020
Sonoma,35,1,0,0,3/29/2020
Sonoma,57,1,22,0,3/30/2020
Sonoma,58,1,1,0,3/31/2020
Sonoma,60,1,2,0,4/1/2020
Sonoma,76,1,16,0,4/2/2020
Sonoma,84,1,8,0,4/3/2020
Sonoma,88,1,4,0,4/4/2020
Sonoma,88,1,0,0,4/5/2020
Sonoma,102,1,14,0,4/6/2020
Sonoma,102,1,0,0,4/7/2020
Sonoma,107,1,5,0,4/8/2020
Sonoma,113,1,6,0,4/9/2020
Sonoma,129,2,16,1,4/10/2020
Sonoma,131,2,2,0,4/11/2020
Sonoma,131,2,0,0,4/12/2020
Sonoma,133,2,2,0,4/13/2020
Sonoma,133,2,0,0,4/14/2020
Sonoma,140,2,7,0,4/15/2020
Sonoma,145,2,5,0,4/16/2020
Sonoma,167,2,22,0,4/17/2020
Sonoma,168,2,1,0,4/18/2020
Sonoma,172,2,4,0,4/19/2020
Sonoma,178,2,6,0,4/20/2020
Sonoma,182,2,4,0,4/21/2020
Sonoma,185,2,3,0,4/22/2020
Sonoma,187,2,2,0,4/23/2020
Sonoma,199,2,12,0,4/24/2020
Sonoma,199,2,0,0,4/25/2020
Sonoma,216,2,17,0,4/26/2020
Sonoma,220,2,4,0,4/27/2020
Sonoma,226,2,6,0,4/28/2020
Sonoma,230,2,4,0,4/29/2020
Sonoma,233,3,3,1,4/30/2020
Sonoma,242,3,9,0,5/1/2020
Sonoma,250,3,8,0,5/2/2020
Sonoma,254,4,4,1,5/3/2020
Sonoma,256,4,2,0,5/4/2020
Sonoma,263,4,7,0,5/5/2020
Sonoma,269,4,6,0,5/6/2020
Sonoma,282,4,13,0,5/7/2020
Sonoma,285,4,3,0,5/8/2020
Sonoma,288,4,3,0,5/9/2020
Sonoma,290,4,2,0,5/10/2020
Sonoma,303,5,13,1,5/11/2020
Sonoma,308,4,5,-1,5/12/2020
Sonoma,330,4,22,0,5/13/2020
Sonoma,333,4,3,0,5/14/2020
Sonoma,349,4,16,0,5/15/2020
Sonoma,356,4,7,0,5/16/2020
Sonoma,376,4,20,0,5/17/2020
Sonoma,387,4,11,0,5/18/2020
Sonoma,389,4,2,0,5/19/2020
Sonoma,411,4,22,0,5/20/2020
Sonoma,427,4,16,0,5/21/2020
Sonoma,444,4,17,0,5/22/2020
Sonoma,462,4,18,0,5/23/2020
Sonoma,485,4,23,0,5/24/2020
Sonoma,496,4,11,0,5/25/2020
Sonoma,509,4,13,0,5/26/2020
Sonoma,521,4,12,0,5/27/2020
Sonoma,529,4,8,0,5/28/2020
Sonoma,537,4,8,0,5/29/2020
Sonoma,551,4,14,0,5/30/2020
Sonoma,555,4,4,0,5/31/2020
Sonoma,565,4,10,0,6/1/2020
Sonoma,571,4,6,0,6/2/2020
Sonoma,578,4,7,0,6/3/2020
Sonoma,591,4,13,0,6/4/2020
Sonoma,618,4,27,0,6/5/2020
Sonoma,622,4,4,0,6/6/2020
Sonoma,639,4,17,0,6/7/2020
Sonoma,654,4,15,0,6/8/2020
Sonoma,661,4,7,0,6/9/2020
Sonoma,673,4,12,0,6/10/2020
Sonoma,682,4,9,0,6/11/2020
Sonoma,696,4,14,0,6/12/2020
Sonoma,711,4,15,0,6/13/2020
Sonoma,724,4,13,0,6/14/2020
Sonoma,726,4,2,0,6/15/2020
Sonoma,739,4,13,0,6/16/2020
Sonoma,748,4,9,0,6/17/2020
Sonoma,789,4,41,0,6/18/2020
Sonoma,803,4,14,0,6/19/2020
Sonoma,806,4,3,0,6/20/2020
Sonoma,836,4,30,0,6/21/2020
Sonoma,860,5,24,1,6/22/2020
Sonoma,912,5,52,0,6/23/2020
Sonoma,933,5,21,0,6/24/2020
Shasta,1,0,1,0,3/18/2020
Shasta,1,0,0,0,3/19/2020
Shasta,1,0,0,0,3/20/2020
Shasta,1,0,0,0,3/21/2020
Shasta,1,0,0,0,3/22/2020
Shasta,2,0,1,0,3/23/2020
Shasta,3,0,1,0,3/24/2020
Shasta,3,1,0,1,3/25/2020
Shasta,3,1,0,0,3/26/2020
Shasta,3,1,0,0,3/27/2020
Shasta,4,1,1,0,3/28/2020
Shasta,4,1,0,0,3/29/2020
Shasta,4,1,0,0,3/30/2020
Shasta,5,1,1,0,3/31/2020
Shasta,5,1,0,0,4/1/2020
Shasta,7,1,2,0,4/2/2020
Shasta,10,1,3,0,4/3/2020
Shasta,11,2,1,1,4/4/2020
Shasta,11,2,0,0,4/5/2020
Shasta,16,3,5,1,4/6/2020
Shasta,16,3,0,0,4/7/2020
Shasta,18,3,2,0,4/8/2020
Shasta,22,3,4,0,4/9/2020
Shasta,24,3,2,0,4/10/2020
Shasta,24,3,0,0,4/11/2020
Shasta,24,3,0,0,4/12/2020
Shasta,24,3,0,0,4/13/2020
Shasta,24,3,0,0,4/14/2020
Shasta,25,3,1,0,4/15/2020
Shasta,25,3,0,0,4/16/2020
Shasta,26,3,1,0,4/17/2020
Shasta,26,3,0,0,4/18/2020
Shasta,26,3,0,0,4/19/2020
Shasta,26,3,0,0,4/20/2020
Shasta,26,3,0,0,4/21/2020
Shasta,26,3,0,0,4/22/2020
Shasta,27,3,1,0,4/23/2020
Shasta,28,4,1,1,4/24/2020
Shasta,29,4,1,0,4/25/2020
Shasta,29,4,0,0,4/26/2020
Shasta,29,4,0,0,4/27/2020
Shasta,29,4,0,0,4/28/2020
Shasta,31,4,2,0,4/29/2020
Shasta,31,4,0,0,4/30/2020
Shasta,31,4,0,0,5/1/2020
Shasta,31,4,0,0,5/2/2020
Shasta,31,4,0,0,5/3/2020
Shasta,31,4,0,0,5/4/2020
Shasta,31,4,0,0,5/5/2020
Shasta,31,4,0,0,5/6/2020
Shasta,31,4,0,0,5/7/2020
Shasta,31,4,0,0,5/8/2020
Shasta,31,4,0,0,5/9/2020
Shasta,31,4,0,0,5/10/2020
Shasta,31,4,0,0,5/11/2020
Shasta,33,4,2,0,5/12/2020
