Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
5/20/2020,Steuben,1,238,133,4396
5/21/2020,Steuben,2,240,161,4557
5/22/2020,Steuben,0,240,114,4671
5/23/2020,Steuben,0,240,83,4754
5/24/2020,Steuben,0,240,72,4826
5/25/2020,Steuben,0,240,79,4905
5/26/2020,Steuben,1,241,221,5126
5/27/2020,Steuben,0,241,132,5258
5/28/2020,Steuben,0,241,98,5356
5/29/2020,Steuben,0,241,133,5489
5/30/2020,Steuben,0,241,122,5611
5/31/2020,Steuben,0,241,91,5702
6/1/2020,Steuben,1,242,133,5835
6/2/2020,Steuben,1,243,332,6167
6/3/2020,Steuben,2,245,187,6354
6/4/2020,Steuben,1,246,148,6502
6/5/2020,Steuben,5,251,360,6862
6/6/2020,Steuben,0,251,120,6982
6/7/2020,Steuben,0,251,162,7144
6/8/2020,Steuben,1,252,196,7340
6/9/2020,Steuben,1,253,238,7578
6/10/2020,Steuben,1,254,374,7952
6/11/2020,Steuben,0,254,239,8191
6/12/2020,Steuben,1,255,278,8469
6/13/2020,Steuben,0,255,158,8627
6/14/2020,Steuben,1,256,198,8825
6/15/2020,Steuben,1,257,346,9171
6/16/2020,Steuben,0,257,306,9477
6/17/2020,Steuben,0,257,359,9836
6/18/2020,Steuben,0,257,257,10093
6/19/2020,Steuben,4,261,133,10226
6/20/2020,Steuben,0,261,172,10398
6/21/2020,Steuben,2,263,204,10602
6/22/2020,Steuben,0,263,163,10765
6/23/2020,Steuben,0,263,263,11028
6/24/2020,Steuben,1,264,245,11273
6/25/2020,Steuben,0,264,220,11493
6/26/2020,Steuben,0,264,178,11671
6/27/2020,Steuben,2,266,236,11907
6/28/2020,Steuben,0,266,171,12078
6/29/2020,Steuben,0,266,165,12243
6/30/2020,Steuben,2,268,402,12645
7/1/2020,Steuben,0,268,213,12858
7/2/2020,Steuben,0,268,201,13059
7/3/2020,Steuben,1,269,282,13341
7/4/2020,Steuben,1,270,209,13550
7/5/2020,Steuben,1,271,252,13802
7/6/2020,Steuben,0,271,195,13997
7/7/2020,Steuben,0,271,223,14220
7/8/2020,Steuben,1,272,199,14419
7/9/2020,Steuben,0,272,182,14601
7/10/2020,Steuben,2,274,183,14784
7/11/2020,Steuben,0,274,247,15031
7/12/2020,Steuben,2,276,101,15132
7/13/2020,Steuben,2,278,292,15424
7/14/2020,Steuben,1,279,402,15826
3/2/2020,Suffolk,0,0,0,0
3/3/2020,Suffolk,0,0,0,0
3/4/2020,Suffolk,0,0,2,2
3/5/2020,Suffolk,0,0,2,4
3/6/2020,Suffolk,0,0,1,5
3/7/2020,Suffolk,0,0,2,7
3/8/2020,Suffolk,1,1,11,18
3/9/2020,Suffolk,0,1,4,22
3/10/2020,Suffolk,5,6,24,46
3/11/2020,Suffolk,5,11,24,70
3/12/2020,Suffolk,11,22,73,143
3/13/2020,Suffolk,10,32,79,222
3/14/2020,Suffolk,9,41,38,260
3/15/2020,Suffolk,22,63,95,355
3/16/2020,Suffolk,22,85,109,464
3/17/2020,Suffolk,31,116,179,643
3/18/2020,Suffolk,62,178,361,1004
3/19/2020,Suffolk,193,371,766,1770
3/20/2020,Suffolk,290,661,1461,3231
3/21/2020,Suffolk,373,1034,1578,4809
3/22/2020,Suffolk,424,1458,1153,5962
3/23/2020,Suffolk,422,1880,1047,7009
3/24/2020,Suffolk,380,2260,854,7863
3/25/2020,Suffolk,475,2735,1189,9052
3/26/2020,Suffolk,650,3385,1333,10385
3/27/2020,Suffolk,753,4138,1690,12075
3/28/2020,Suffolk,885,5023,2155,14230
3/29/2020,Suffolk,768,5791,1598,15828
3/30/2020,Suffolk,922,6713,1857,17685
3/31/2020,Suffolk,892,7605,1620,19305
4/1/2020,Suffolk,1141,8746,2148,21453
4/2/2020,Suffolk,1408,10154,2575,24028
4/3/2020,Suffolk,1216,11370,2463,26491
4/4/2020,Suffolk,1035,12405,2200,28691
4/5/2020,Suffolk,1082,13487,2211,30902
4/6/2020,Suffolk,1030,14517,2323,33225
4/7/2020,Suffolk,1327,15844,3139,36364
4/8/2020,Suffolk,1569,17413,3889,40253
4/9/2020,Suffolk,1279,18692,2942,43195
4/10/2020,Suffolk,1191,19883,2556,45751
4/11/2020,Suffolk,933,20816,2215,47966
4/12/2020,Suffolk,827,21643,2164,50130
4/13/2020,Suffolk,819,22462,2246,52376
4/14/2020,Suffolk,816,23278,2135,54511
4/15/2020,Suffolk,904,24182,2536,57047
4/16/2020,Suffolk,853,25035,2496,59543
4/17/2020,Suffolk,1108,26143,3385,62928
4/18/2020,Suffolk,745,26888,2392,65320
4/19/2020,Suffolk,774,27662,2278,67598
4/20/2020,Suffolk,492,28154,1482,69080
4/21/2020,Suffolk,700,28854,2188,71268
4/22/2020,Suffolk,713,29567,2428,73696
4/23/2020,Suffolk,1039,30606,3858,77554
4/24/2020,Suffolk,762,31368,2860,80414
4/25/2020,Suffolk,691,32059,2830,83244
4/26/2020,Suffolk,411,32470,1826,85070
4/27/2020,Suffolk,254,32724,1429,86499
4/28/2020,Suffolk,541,33265,2669,89168
4/29/2020,Suffolk,399,33664,2193,91361
4/30/2020,Suffolk,373,34037,2207,93568
5/1/2020,Suffolk,441,34478,2660,96228
5/2/2020,Suffolk,377,34855,2521,98749
5/3/2020,Suffolk,222,35077,1640,100389
5/4/2020,Suffolk,198,35275,1586,101975
5/5/2020,Suffolk,268,35543,2112,104087
5/6/2020,Suffolk,349,35892,2668,106755
5/7/2020,Suffolk,331,36223,2357,109112
5/8/2020,Suffolk,238,36461,2227,111339
5/9/2020,Suffolk,241,36702,2556,113895
5/10/2020,Suffolk,209,36911,2014,115909
5/11/2020,Suffolk,151,37062,1964,117873
5/12/2020,Suffolk,243,37305,2950,120823
5/13/2020,Suffolk,239,37544,3229,124052
5/14/2020,Suffolk,175,37719,2777,126829
5/15/2020,Suffolk,223,37942,3048,129877
5/16/2020,Suffolk,175,38117,2818,132695
5/17/2020,Suffolk,107,38224,1948,134643
5/18/2020,Suffolk,103,38327,2118,136761
5/19/2020,Suffolk,84,38411,2416,139177
5/20/2020,Suffolk,142,38553,3623,142800
5/21/2020,Suffolk,119,38672,3022,145822
5/22/2020,Suffolk,130,38802,4005,149827
5/23/2020,Suffolk,162,38964,3865,153692
5/24/2020,Suffolk,126,39090,4010,157702
5/25/2020,Suffolk,109,39199,3241,160943
5/26/2020,Suffolk,59,39258,2492,163435
5/27/2020,Suffolk,101,39359,4482,167917
5/28/2020,Suffolk,86,39445,4591,172508
5/29/2020,Suffolk,87,39532,4388,176896
5/30/2020,Suffolk,111,39643,5138,182034
5/31/2020,Suffolk,62,39705,4294,186328
6/1/2020,Suffolk,275,39980,4365,190693
6/2/2020,Suffolk,82,40062,4840,195533
6/3/2020,Suffolk,91,40153,5178,200711
6/4/2020,Suffolk,86,40239,5202,205913
6/5/2020,Suffolk,39,40278,5505,211418
6/6/2020,Suffolk,51,40329,4582,216000
6/7/2020,Suffolk,48,40377,4833,220833
6/8/2020,Suffolk,49,40426,4098,224931
6/9/2020,Suffolk,38,40464,4099,229030
6/10/2020,Suffolk,48,40512,5079,234109
6/11/2020,Suffolk,47,40559,5206,239315
6/12/2020,Suffolk,56,40615,5879,245194
6/13/2020,Suffolk,44,40659,4243,249437
6/14/2020,Suffolk,33,40692,4110,253547
6/15/2020,Suffolk,46,40738,4866,258413
6/16/2020,Suffolk,32,40770,4086,262499
6/17/2020,Suffolk,40,40810,5476,267975
6/18/2020,Suffolk,54,40864,5570,273545
6/19/2020,Suffolk,44,40908,4391,277936
6/20/2020,Suffolk,64,40972,5243,283179
6/21/2020,Suffolk,38,41010,3952,287131
6/22/2020,Suffolk,46,41056,3530,290661
6/23/2020,Suffolk,45,41101,3941,294602
6/24/2020,Suffolk,50,41151,5529,300131
6/25/2020,Suffolk,57,41208,5076,305207
6/26/2020,Suffolk,45,41253,4615,309822
6/27/2020,Suffolk,53,41306,5095,314917
6/28/2020,Suffolk,33,41339,4481,319398
6/29/2020,Suffolk,46,41385,3312,322710
6/30/2020,Suffolk,42,41427,4047,326757
7/1/2020,Suffolk,64,41491,5730,332487
7/2/2020,Suffolk,47,41538,4791,337278
7/3/2020,Suffolk,47,41585,4110,341388
7/4/2020,Suffolk,57,41642,5933,347321
7/5/2020,Suffolk,43,41685,3812,351133
7/6/2020,Suffolk,45,41730,4226,355359
7/7/2020,Suffolk,69,41799,4108,359467
7/8/2020,Suffolk,50,41849,5372,364839
7/9/2020,Suffolk,62,41911,6245,371084
7/10/2020,Suffolk,76,41987,5490,376574
7/11/2020,Suffolk,41,42028,4260,380834
7/12/2020,Suffolk,84,42112,4517,385351
7/13/2020,Suffolk,102,42214,4795,390146
7/14/2020,Suffolk,53,42267,4756,394902
3/2/2020,Sullivan,0,0,0,0
3/3/2020,Sullivan,0,0,0,0
3/4/2020,Sullivan,0,0,0,0
3/5/2020,Sullivan,0,0,0,0
3/6/2020,Sullivan,0,0,0,0
3/7/2020,Sullivan,0,0,0,0
3/8/2020,Sullivan,0,0,0,0
3/9/2020,Sullivan,0,0,0,0
3/10/2020,Sullivan,0,0,0,0
3/11/2020,Sullivan,0,0,1,1
3/12/2020,Sullivan,0,0,0,1
3/13/2020,Sullivan,0,0,1,2
3/14/2020,Sullivan,0,0,7,9
3/15/2020,Sullivan,0,0,2,11
3/16/2020,Sullivan,1,1,9,20
3/17/2020,Sullivan,0,1,14,34
3/18/2020,Sullivan,2,3,23,57
3/19/2020,Sullivan,5,8,79,136
3/20/2020,Sullivan,4,12,42,178
3/21/2020,Sullivan,4,16,37,215
3/22/2020,Sullivan,7,23,83,298
3/23/2020,Sullivan,7,30,44,342
3/24/2020,Sullivan,9,39,23,365
3/25/2020,Sullivan,14,53,53,418
3/26/2020,Sullivan,11,64,62,480
3/27/2020,Sullivan,8,72,49,529
3/28/2020,Sullivan,16,88,91,620
3/29/2020,Sullivan,13,101,53,673
3/30/2020,Sullivan,8,109,33,706
3/31/2020,Sullivan,12,121,55,761
4/1/2020,Sullivan,22,143,96,857
4/2/2020,Sullivan,25,168,140,997
4/3/2020,Sullivan,25,193,133,1130
4/4/2020,Sullivan,41,234,153,1283
4/5/2020,Sullivan,19,253,91,1374
4/6/2020,Sullivan,17,270,77,1451
4/7/2020,Sullivan,9,279,56,1507
4/8/2020,Sullivan,15,294,60,1567
4/9/2020,Sullivan,24,318,115,1682
4/10/2020,Sullivan,22,340,99,1781
4/11/2020,Sullivan,18,358,65,1846
4/12/2020,Sullivan,22,380,73,1919
4/13/2020,Sullivan,35,415,133,2052
4/14/2020,Sullivan,9,424,37,2089
4/15/2020,Sullivan,13,437,39,2128
4/16/2020,Sullivan,68,505,192,2320
4/17/2020,Sullivan,19,524,92,2412
4/18/2020,Sullivan,13,537,38,2450
4/19/2020,Sullivan,7,544,30,2480
4/20/2020,Sullivan,11,555,44,2524
4/21/2020,Sullivan,6,561,45,2569
4/22/2020,Sullivan,19,580,52,2621
4/23/2020,Sullivan,48,628,253,2874
4/24/2020,Sullivan,61,689,296,3170
4/25/2020,Sullivan,35,724,160,3330
4/26/2020,Sullivan,24,748,120,3450
4/27/2020,Sullivan,21,769,77,3527
4/28/2020,Sullivan,42,811,114,3641
4/29/2020,Sullivan,27,838,102,3743
4/30/2020,Sullivan,42,880,122,3865
5/1/2020,Sullivan,51,931,128,3993
5/2/2020,Sullivan,20,951,105,4098
5/3/2020,Sullivan,25,976,106,4204
5/4/2020,Sullivan,8,984,111,4315
5/5/2020,Sullivan,12,996,99,4414
5/6/2020,Sullivan,25,1021,150,4564
5/7/2020,Sullivan,18,1039,90,4654
5/8/2020,Sullivan,32,1071,143,4797
5/9/2020,Sullivan,22,1093,115,4912
5/10/2020,Sullivan,16,1109,78,4990
5/11/2020,Sullivan,10,1119,95,5085
5/12/2020,Sullivan,16,1135,89,5174
5/13/2020,Sullivan,33,1168,178,5352
5/14/2020,Sullivan,21,1189,127,5479
5/15/2020,Sullivan,28,1217,176,5655
5/16/2020,Sullivan,14,1231,138,5793
5/17/2020,Sullivan,15,1246,133,5926
5/18/2020,Sullivan,12,1258,111,6037
5/19/2020,Sullivan,9,1267,116,6153
5/20/2020,Sullivan,14,1281,157,6310
5/21/2020,Sullivan,6,1287,158,6468
5/22/2020,Sullivan,10,1297,148,6616
5/23/2020,Sullivan,13,1310,155,6771
5/24/2020,Sullivan,14,1324,170,6941
5/25/2020,Sullivan,14,1338,238,7179
5/26/2020,Sullivan,2,1340,77,7256
5/27/2020,Sullivan,11,1351,209,7465
5/28/2020,Sullivan,13,1364,160,7625
5/29/2020,Sullivan,11,1375,254,7879
5/30/2020,Sullivan,12,1387,237,8116
5/31/2020,Sullivan,2,1389,145,8261
6/1/2020,Sullivan,3,1392,108,8369
6/2/2020,Sullivan,1,1393,155,8524
6/3/2020,Sullivan,12,1405,186,8710
6/4/2020,Sullivan,4,1409,167,8877
6/5/2020,Sullivan,2,1411,176,9053
6/6/2020,Sullivan,4,1415,177,9230
6/7/2020,Sullivan,2,1417,123,9353
6/8/2020,Sullivan,1,1418,152,9505
6/9/2020,Sullivan,7,1425,499,10004
6/10/2020,Sullivan,1,1426,272,10276
6/11/2020,Sullivan,2,1428,112,10388
6/12/2020,Sullivan,2,1430,299,10687
6/13/2020,Sullivan,0,1430,287,10974
6/14/2020,Sullivan,2,1432,76,11050
6/15/2020,Sullivan,1,1433,163,11213
6/16/2020,Sullivan,0,1433,189,11402
6/17/2020,Sullivan,1,1434,176,11578
6/18/2020,Sullivan,0,1434,206,11784
6/19/2020,Sullivan,1,1435,84,11868
6/20/2020,Sullivan,2,1437,139,12007
6/21/2020,Sullivan,1,1438,103,12110
6/22/2020,Sullivan,2,1440,262,12372
6/23/2020,Sullivan,7,1447,197,12569
6/24/2020,Sullivan,1,1448,176,12745
6/25/2020,Sullivan,1,1449,132,12877
6/26/2020,Sullivan,2,1451,142,13019
6/27/2020,Sullivan,0,1451,82,13101
6/28/2020,Sullivan,0,1451,89,13190
6/29/2020,Sullivan,0,1451,282,13472
6/30/2020,Sullivan,1,1452,205,13677
7/1/2020,Sullivan,1,1453,158,13835
7/2/2020,Sullivan,2,1455,288,14123
7/3/2020,Sullivan,1,1456,93,14216
7/4/2020,Sullivan,0,1456,129,14345
7/5/2020,Sullivan,1,1457,113,14458
7/6/2020,Sullivan,2,1459,122,14580
7/7/2020,Sullivan,1,1460,123,14703
7/8/2020,Sullivan,0,1460,138,14841
7/9/2020,Sullivan,4,1464,144,14985
7/10/2020,Sullivan,0,1464,164,15149
7/11/2020,Sullivan,1,1465,127,15276
7/12/2020,Sullivan,0,1465,70,15346
7/13/2020,Sullivan,1,1466,113,15459
7/14/2020,Sullivan,1,1467,217,15676
3/2/2020,Tioga,0,0,0,0
3/3/2020,Tioga,0,0,0,0
3/4/2020,Tioga,0,0,0,0
3/5/2020,Tioga,0,0,0,0
3/6/2020,Tioga,0,0,0,0
3/7/2020,Tioga,0,0,0,0
3/8/2020,Tioga,0,0,0,0
3/9/2020,Tioga,0,0,0,0
3/10/2020,Tioga,0,0,0,0
3/11/2020,Tioga,0,0,1,1
3/12/2020,Tioga,0,0,0,1
3/13/2020,Tioga,1,1,1,2
3/14/2020,Tioga,0,1,0,2
3/15/2020,Tioga,0,1,1,3
3/16/2020,Tioga,0,1,3,6
3/17/2020,Tioga,0,1,5,11
3/18/2020,Tioga,0,1,0,11
3/19/2020,Tioga,0,1,0,11
3/20/2020,Tioga,0,1,5,16
3/21/2020,Tioga,0,1,4,20
3/22/2020,Tioga,0,1,4,24
3/23/2020,Tioga,0,1,3,27
3/24/2020,Tioga,0,1,1,28
3/25/2020,Tioga,1,2,12,40
3/26/2020,Tioga,0,2,10,50
3/27/2020,Tioga,2,4,18,68
3/28/2020,Tioga,0,4,21,89
3/29/2020,Tioga,0,4,15,104
3/30/2020,Tioga,3,7,21,125
3/31/2020,Tioga,0,7,15,140
4/1/2020,Tioga,0,7,14,154
4/2/2020,Tioga,0,7,18,172
4/3/2020,Tioga,0,7,9,181
4/4/2020,Tioga,0,7,8,189
4/5/2020,Tioga,1,8,10,199
4/6/2020,Tioga,0,8,10,209
4/7/2020,Tioga,4,12,29,238
4/8/2020,Tioga,5,17,32,270
4/9/2020,Tioga,1,18,16,286
4/10/2020,Tioga,1,19,10,296
4/11/2020,Tioga,0,19,8,304
4/12/2020,Tioga,1,20,3,307
4/13/2020,Tioga,4,24,52,359
4/14/2020,Tioga,1,25,14,373
4/15/2020,Tioga,2,27,16,389
4/16/2020,Tioga,3,30,13,402
4/17/2020,Tioga,2,32,16,418
4/18/2020,Tioga,3,35,10,428
4/19/2020,Tioga,2,37,6,434
4/20/2020,Tioga,0,37,5,439
4/21/2020,Tioga,2,39,10,449
4/22/2020,Tioga,1,40,13,462
4/23/2020,Tioga,0,40,10,472
4/24/2020,Tioga,31,71,173,645
4/25/2020,Tioga,0,71,8,653
4/26/2020,Tioga,0,71,8,661
4/27/2020,Tioga,11,82,86,747
4/28/2020,Tioga,2,84,68,815
4/29/2020,Tioga,4,88,69,884
4/30/2020,Tioga,2,90,19,903
5/1/2020,Tioga,0,90,20,923
5/2/2020,Tioga,0,90,25,948
5/3/2020,Tioga,0,90,50,998
5/4/2020,Tioga,2,92,67,1065
5/5/2020,Tioga,4,96,76,1141
5/6/2020,Tioga,1,97,40,1181
5/7/2020,Tioga,2,99,40,1221
5/8/2020,Tioga,5,104,83,1304
5/9/2020,Tioga,1,105,31,1335
5/10/2020,Tioga,2,107,40,1375
5/11/2020,Tioga,0,107,35,1410
5/12/2020,Tioga,1,108,92,1502
5/13/2020,Tioga,0,108,59,1561
5/14/2020,Tioga,2,110,42,1603
5/15/2020,Tioga,2,112,57,1660
5/16/2020,Tioga,1,113,59,1719
5/17/2020,Tioga,0,113,82,1801
5/18/2020,Tioga,0,113,113,1914
5/19/2020,Tioga,1,114,106,2020
5/20/2020,Tioga,3,117,89,2109
5/21/2020,Tioga,1,118,105,2214
5/22/2020,Tioga,3,121,96,2310
5/23/2020,Tioga,1,122,79,2389
5/24/2020,Tioga,0,122,54,2443
5/25/2020,Tioga,0,122,45,2488
5/26/2020,Tioga,2,124,195,2683
5/27/2020,Tioga,2,126,132,2815
5/28/2020,Tioga,0,126,110,2925
5/29/2020,Tioga,2,128,141,3066
5/30/2020,Tioga,2,130,107,3173
5/31/2020,Tioga,0,130,44,3217
6/1/2020,Tioga,1,131,143,3360
6/2/2020,Tioga,2,133,123,3483
6/3/2020,Tioga,0,133,101,3584
6/4/2020,Tioga,1,134,140,3724
6/5/2020,Tioga,0,134,302,4026
6/6/2020,Tioga,0,134,146,4172
6/7/2020,Tioga,0,134,79,4251
6/8/2020,Tioga,0,134,166,4417
6/9/2020,Tioga,1,135,247,4664
6/10/2020,Tioga,0,135,159,4823
6/11/2020,Tioga,2,137,106,4929
6/12/2020,Tioga,0,137,162,5091
6/13/2020,Tioga,2,139,71,5162
6/14/2020,Tioga,0,139,71,5233
6/15/2020,Tioga,1,140,174,5407
6/16/2020,Tioga,0,140,70,5477
6/17/2020,Tioga,0,140,175,5652
6/18/2020,Tioga,0,140,123,5775
6/19/2020,Tioga,0,140,77,5852
6/20/2020,Tioga,0,140,60,5912
6/21/2020,Tioga,0,140,70,5982
6/22/2020,Tioga,1,141,186,6168
6/23/2020,Tioga,0,141,128,6296
6/24/2020,Tioga,0,141,151,6447
6/25/2020,Tioga,0,141,68,6515
6/26/2020,Tioga,1,142,131,6646
6/27/2020,Tioga,0,142,77,6723
6/28/2020,Tioga,0,142,51,6774
6/29/2020,Tioga,1,143,175,6949
6/30/2020,Tioga,0,143,107,7056
7/1/2020,Tioga,0,143,130,7186
7/2/2020,Tioga,0,143,108,7294
7/3/2020,Tioga,2,145,101,7395
7/4/2020,Tioga,1,146,101,7496
7/5/2020,Tioga,2,148,126,7622
7/6/2020,Tioga,2,150,105,7727
7/7/2020,Tioga,0,150,61,7788
7/8/2020,Tioga,1,151,110,7898
7/9/2020,Tioga,8,159,160,8058
7/10/2020,Tioga,1,160,126,8184
7/11/2020,Tioga,1,161,151,8335
7/12/2020,Tioga,0,161,83,8418
7/13/2020,Tioga,0,161,121,8539
7/14/2020,Tioga,2,163,208,8747
3/2/2020,Tompkins,0,0,0,0
3/3/2020,Tompkins,0,0,0,0
3/4/2020,Tompkins,0,0,0,0
3/5/2020,Tompkins,0,0,0,0
3/6/2020,Tompkins,0,0,0,0
3/7/2020,Tompkins,0,0,0,0
3/8/2020,Tompkins,0,0,0,0
3/9/2020,Tompkins,0,0,1,1
3/10/2020,Tompkins,0,0,0,1
3/11/2020,Tompkins,0,0,2,3
3/12/2020,Tompkins,0,0,2,5
3/13/2020,Tompkins,1,1,5,10
3/14/2020,Tompkins,0,1,1,11
3/15/2020,Tompkins,0,1,4,15
3/16/2020,Tompkins,1,2,17,32
3/17/2020,Tompkins,1,3,11,43
3/18/2020,Tompkins,3,6,18,61
3/19/2020,Tompkins,1,7,7,68
3/20/2020,Tompkins,4,11,96,164
3/21/2020,Tompkins,2,13,76,240
3/22/2020,Tompkins,2,15,115,355
3/23/2020,Tompkins,1,16,111,466
3/24/2020,Tompkins,0,16,2,468
3/25/2020,Tompkins,6,22,89,557
3/26/2020,Tompkins,4,26,109,666
3/27/2020,Tompkins,19,45,182,848
3/28/2020,Tompkins,7,52,128,976
3/29/2020,Tompkins,14,66,157,1133
3/30/2020,Tompkins,0,66,18,1151
3/31/2020,Tompkins,2,68,15,1166
4/1/2020,Tompkins,6,74,126,1292
4/2/2020,Tompkins,10,84,160,1452
4/3/2020,Tompkins,1,85,81,1533
4/4/2020,Tompkins,3,88,52,1585
4/5/2020,Tompkins,6,94,94,1679
4/6/2020,Tompkins,3,97,23,1702
4/7/2020,Tompkins,2,99,85,1787
4/8/2020,Tompkins,6,105,299,2086
4/9/2020,Tompkins,0,105,24,2110
4/10/2020,Tompkins,3,108,135,2245
4/11/2020,Tompkins,1,109,77,2322
4/12/2020,Tompkins,1,110,31,2353
4/13/2020,Tompkins,2,112,104,2457
4/14/2020,Tompkins,3,115,44,2501
4/15/2020,Tompkins,1,116,73,2574
4/16/2020,Tompkins,1,117,36,2610
4/17/2020,Tompkins,0,117,44,2654
4/18/2020,Tompkins,0,117,41,2695
4/19/2020,Tompkins,2,119,47,2742
4/20/2020,Tompkins,0,119,4,2746
4/21/2020,Tompkins,0,119,12,2758
4/22/2020,Tompkins,0,119,95,2853
4/23/2020,Tompkins,2,121,108,2961
4/24/2020,Tompkins,5,126,308,3269
4/25/2020,Tompkins,0,126,44,3313
4/26/2020,Tompkins,0,126,47,3360
4/27/2020,Tompkins,0,126,13,3373
4/28/2020,Tompkins,1,127,119,3492
4/29/2020,Tompkins,1,128,19,3511
4/30/2020,Tompkins,0,128,61,3572
5/1/2020,Tompkins,0,128,118,3690
5/2/2020,Tompkins,1,129,27,3717
5/3/2020,Tompkins,0,129,126,3843
5/4/2020,Tompkins,0,129,52,3895
5/5/2020,Tompkins,0,129,104,3999
5/6/2020,Tompkins,1,130,188,4187
5/7/2020,Tompkins,1,131,187,4374
5/8/2020,Tompkins,1,132,619,4993
5/9/2020,Tompkins,0,132,95,5088
5/10/2020,Tompkins,0,132,86,5174
5/11/2020,Tompkins,0,132,91,5265
5/12/2020,Tompkins,4,136,175,5440
5/13/2020,Tompkins,0,136,103,5543
5/14/2020,Tompkins,0,136,112,5655
5/15/2020,Tompkins,2,138,331,5986
5/16/2020,Tompkins,1,139,421,6407
5/17/2020,Tompkins,2,141,412,6819
5/18/2020,Tompkins,1,142,446,7265
5/19/2020,Tompkins,3,145,219,7484
5/20/2020,Tompkins,0,145,199,7683
5/21/2020,Tompkins,2,147,291,7974
5/22/2020,Tompkins,2,149,410,8384
5/23/2020,Tompkins,2,151,246,8630
5/24/2020,Tompkins,3,154,267,8897
5/25/2020,Tompkins,0,154,48,8945
5/26/2020,Tompkins,1,155,264,9209
5/27/2020,Tompkins,1,156,110,9319
5/28/2020,Tompkins,1,157,425,9744
5/29/2020,Tompkins,4,161,264,10008
5/30/2020,Tompkins,3,164,389,10397
5/31/2020,Tompkins,0,164,149,10546
6/1/2020,Tompkins,0,164,168,10714
6/2/2020,Tompkins,1,165,203,10917
6/3/2020,Tompkins,0,165,206,11123
6/4/2020,Tompkins,2,167,171,11294
6/5/2020,Tompkins,4,171,1067,12361
6/6/2020,Tompkins,0,171,518,12879
6/7/2020,Tompkins,0,171,148,13027
6/8/2020,Tompkins,0,171,452,13479
6/9/2020,Tompkins,0,171,333,13812
6/10/2020,Tompkins,0,171,235,14047
6/11/2020,Tompkins,1,172,191,14238
6/12/2020,Tompkins,1,173,328,14566
6/13/2020,Tompkins,0,173,72,14638
6/14/2020,Tompkins,0,173,61,14699
6/15/2020,Tompkins,0,173,378,15077
6/16/2020,Tompkins,0,173,295,15372
6/17/2020,Tompkins,0,173,210,15582
6/18/2020,Tompkins,0,173,779,16361
6/19/2020,Tompkins,1,174,395,16756
6/20/2020,Tompkins,1,175,139,16895
6/21/2020,Tompkins,0,175,239,17134
6/22/2020,Tompkins,0,175,267,17401
6/23/2020,Tompkins,0,175,237,17638
6/24/2020,Tompkins,0,175,267,17905
6/25/2020,Tompkins,0,175,170,18075
6/26/2020,Tompkins,0,175,231,18306
6/27/2020,Tompkins,1,176,328,18634
6/28/2020,Tompkins,1,177,111,18745
6/29/2020,Tompkins,0,177,200,18945
6/30/2020,Tompkins,0,177,238,19183
7/1/2020,Tompkins,1,178,309,19492
7/2/2020,Tompkins,0,178,233,19725
7/3/2020,Tompkins,0,178,270,19995
7/4/2020,Tompkins,1,179,103,20098
7/5/2020,Tompkins,0,179,179,20277
7/6/2020,Tompkins,0,179,200,20477
7/7/2020,Tompkins,1,180,408,20885
7/8/2020,Tompkins,0,180,95,20980
7/9/2020,Tompkins,1,181,340,21320
7/10/2020,Tompkins,2,183,353,21673
7/11/2020,Tompkins,3,186,482,22155
7/12/2020,Tompkins,0,186,104,22259
7/13/2020,Tompkins,0,186,354,22613
7/14/2020,Tompkins,12,198,438,23051
3/2/2020,Ulster,0,0,0,0
3/3/2020,Ulster,0,0,0,0
3/4/2020,Ulster,0,0,0,0
3/5/2020,Ulster,0,0,1,1
3/6/2020,Ulster,0,0,0,1
3/7/2020,Ulster,0,0,0,1
3/8/2020,Ulster,1,1,1,2
3/9/2020,Ulster,0,1,0,2
3/10/2020,Ulster,0,1,2,4
3/11/2020,Ulster,1,2,1,5
3/12/2020,Ulster,3,5,6,11
3/13/2020,Ulster,0,5,3,14
3/14/2020,Ulster,0,5,30,44
3/15/2020,Ulster,2,7,16,60
3/16/2020,Ulster,1,8,12,72
3/17/2020,Ulster,1,9,15,87
3/18/2020,Ulster,1,10,41,128
3/19/2020,Ulster,2,12,62,190
3/20/2020,Ulster,6,18,70,260
3/21/2020,Ulster,8,26,145,405
3/22/2020,Ulster,9,35,54,459
3/23/2020,Ulster,12,47,117,576
3/24/2020,Ulster,18,65,81,657
3/25/2020,Ulster,13,78,71,728
3/26/2020,Ulster,21,99,83,811
3/27/2020,Ulster,29,128,124,935
3/28/2020,Ulster,18,146,82,1017
3/29/2020,Ulster,44,190,194,1211
3/30/2020,Ulster,21,211,123,1334
3/31/2020,Ulster,10,221,51,1385
4/1/2020,Ulster,19,240,118,1503
4/2/2020,Ulster,23,263,125,1628
4/3/2020,Ulster,27,290,141,1769
4/4/2020,Ulster,42,332,188,1957
4/5/2020,Ulster,40,372,182,2139
4/6/2020,Ulster,26,398,117,2256
4/7/2020,Ulster,24,422,108,2364
4/8/2020,Ulster,38,460,227,2591
4/9/2020,Ulster,70,530,436,3027
4/10/2020,Ulster,59,589,358,3385
4/11/2020,Ulster,23,612,239,3624
